,time,A0,A1,A2
645,19.72,708,734,83
646,19.75,705,741,85
647,19.78,699,740,86
648,19.81,704,740,87
649,19.84,708,738,82
650,19.87,707,731,84
651,19.90,703,730,86
652,19.94,701,740,86
653,19.97,707,740,87
654,20.00,708,736,88
655,20.03,706,731,85
656,20.06,701,739,86
657,20.09,715,740,87
658,20.12,708,739,87
659,20.15,708,734,95
660,20.19,705,739,85
661,20.22,699,739,86
662,20.25,696,740,87
663,20.28,708,739,87
664,20.31,708,733,84
665,20.34,705,743,86
666,20.37,699,739,86
667,20.40,703,740,87
668,20.43,708,738,87
669,20.47,707,732,84
670,20.50,704,747,86
671,20.53,701,740,87
672,20.56,706,740,87
673,20.59,708,737,81
674,20.62,707,731,84
675,20.65,702,734,86
676,20.68,709,740,87
677,20.72,707,739,89
678,20.75,708,734,84
679,20.78,705,741,86
680,20.81,700,740,87
681,20.84,707,740,88
682,20.87,708,736,95
683,20.90,705,742,86
684,20.93,699,740,87
685,20.97,707,739,88
686,21.00,708,733,84
687,21.03,704,728,86
688,21.06,706,740,87
689,21.09,708,738,88
690,21.12,707,732,84
691,21.15,703,730,86
692,21.18,709,740,87
693,21.22,707,739,89
694,21.25,708,733,84
695,21.28,704,747,86
696,21.31,703,740,87
697,21.34,707,739,89
698,21.37,708,735,95
699,21.40,705,741,86
700,21.43,698,739,87
701,21.47,706,740,88
702,21.50,708,736,80
703,21.53,706,732,86
704,21.56,701,738,87
705,21.59,709,740,87
706,21.62,708,738,89
707,21.65,708,734,85
708,21.68,705,743,86
709,21.71,698,739,87
710,21.75,706,740,88
711,21.78,708,737,80
712,21.81,706,731,86
713,21.84,701,738,87
714,21.87,703,740,87
715,21.90,708,738,88
716,21.93,707,732,84
717,21.96,704,728,86
718,22.00,703,740,87
719,22.03,707,739,89
720,22.06,708,734,87
721,22.09,704,747,86
722,22.12,698,740,87
723,22.15,707,739,88
724,22.18,708,736,76
725,22.21,706,730,86
726,22.25,701,738,87
727,22.28,711,740,87
728,22.31,707,739,89
729,22.34,708,735,84
730,22.37,706,732,86
731,22.40,701,736,87
732,22.43,707,740,88
733,22.46,707,739,88
734,22.50,708,737,87
735,22.53,707,733,84
736,22.56,705,734,86
737,22.59,701,738,87
738,22.62,705,740,88
739,22.65,706,740,88
740,22.68,708,738,89
741,22.71,707,734,87
742,22.75,705,731,86
743,22.77,701,737,87
744,22.81,702,740,87
745,22.84,706,739,89
746,22.87,708,737,86
747,22.90,707,732,84
748,22.93,704,742,87
749,22.96,699,739,87
750,22.99,696,740,88
751,23.02,708,738,89
752,23.06,708,734,86
753,23.09,705,734,87
754,23.12,700,739,87
755,23.15,713,740,88
756,23.18,707,739,90
757,23.21,708,735,96
758,23.24,706,730,86
759,23.27,702,735,87
760,23.31,701,740,88
761,23.34,706,740,89
762,23.37,708,738,89
763,23.40,707,734,87
764,23.43,705,730,86
765,23.46,702,735,87
766,23.49,699,740,88
767,23.52,703,740,88
768,23.56,707,739,89
769,23.59,708,736,82
770,23.62,707,732,84
771,23.65,705,733,86
772,23.68,702,734,87
773,23.71,699,739,88
774,23.74,696,740,88
775,23.77,707,739,89
776,23.80,708,737,87
777,23.84,708,734,95
778,23.87,706,731,86
779,23.90,704,747,87
780,23.93,700,739,88
781,23.96,708,740,88
782,23.99,707,739,89
783,24.02,708,737,86
784,24.05,707,732,85
785,24.09,704,746,87
786,24.12,699,739,88
787,24.15,700,740,89
788,24.18,708,738,90
789,24.21,707,734,91
790,24.24,705,731,87
791,24.27,701,737,88
792,24.30,703,740,88
793,24.34,706,739,89
794,24.37,708,737,86
795,24.40,707,732,85
796,24.43,704,743,87
797,24.46,699,739,88
798,24.49,709,740,89
799,24.52,707,739,89
800,24.55,708,736,80
801,24.59,707,731,86
802,24.62,704,745,87
803,24.65,699,739,88
804,24.68,711,740,88
805,24.71,707,739,89
806,24.74,708,737,87
807,24.77,707,733,85
808,24.80,705,732,87
809,24.83,702,734,88
810,24.87,699,739,88
811,24.90,696,740,89
812,24.93,707,739,90
813,24.96,708,737,86
814,24.99,707,733,95
815,25.02,706,732,87
816,25.05,702,729,88
817,25.08,700,739,88
818,25.12,697,740,89
819,25.15,707,739,90
820,25.18,708,736,80
821,25.21,707,731,86
822,25.24,704,743,88
823,25.27,699,738,88
824,25.30,711,740,89
825,25.33,707,739,89
826,25.36,708,737,87
827,25.40,707,732,87
828,25.43,705,738,88
829,25.46,700,738,88
830,25.49,711,740,89
831,25.52,707,739,89
832,25.55,708,737,87
833,25.58,707,732,85
834,25.61,705,735,88
835,25.65,700,738,88
836,25.68,709,740,89
837,25.71,707,739,89
838,25.74,708,737,89
839,25.77,707,733,87
840,25.80,705,730,88
841,25.83,702,735,88
842,25.86,699,739,88
843,25.89,702,740,89
844,25.93,707,738,90
845,25.96,708,736,80
846,25.99,707,731,86
847,26.02,704,738,88
848,26.05,700,738,88
849,26.08,703,740,89
850,26.11,705,740,89
851,26.14,708,738,91
852,26.18,708,736,80
853,26.21,707,730,86
854,26.24,704,747,88
855,26.27,698,739,88
856,26.30,696,740,89
857,26.33,707,738,90
858,26.36,708,735,80
859,26.39,706,730,88
860,26.43,702,728,88
861,26.46,701,739,89
862,26.49,704,739,89
863,26.52,708,738,90
864,26.55,707,734,95
865,26.58,706,732,88
866,26.61,701,730,88
867,26.64,702,739,89
868,26.68,704,739,89
869,26.71,708,738,91
870,26.74,708,734,100
871,26.77,706,739,90
872,26.80,708,738,90
873,26.83,707,734,96
874,26.86,706,730,87
875,26.89,703,735,88
876,26.93,699,739,89
877,26.96,714,740,89
878,26.99,707,739,90
879,27.02,708,737,90
880,27.05,707,734,95
881,27.08,706,729,86
882,27.11,704,747,88
883,27.14,699,738,88
884,27.18,708,740,89
885,27.21,704,740,89
886,27.24,708,739,91
887,27.27,708,736,84
888,27.30,707,732,87
889,27.33,705,732,88
890,27.36,702,731,88
891,27.39,699,739,88
892,27.42,707,739,89
893,27.46,705,740,89
894,27.49,707,739,90
895,27.52,708,737,89
896,27.55,708,734,76
897,27.58,707,731,86
898,27.61,705,732,88
899,27.64,702,728,88
900,27.67,698,739,89
901,27.71,708,739,89
902,27.74,700,740,89
903,27.77,707,739,90
904,27.80,708,738,91
905,27.83,708,736,82
906,27.86,707,732,86
907,27.89,705,731,88
908,27.92,702,732,88
909,27.96,699,739,89
910,27.99,700,739,90
911,28.02,707,738,91
912,28.05,708,735,92
913,28.08,706,729,88
914,28.11,702,728,88
915,28.14,698,739,89
916,28.17,705,739,90
917,28.21,708,737,90
918,28.24,707,733,89
919,28.27,705,735,88
920,28.30,700,738,89
921,28.33,713,740,89
922,28.36,707,739,91
923,28.39,708,736,82
924,28.42,707,731,86
925,28.45,704,745,88
926,28.49,698,739,89
927,28.52,711,739,89
928,28.55,707,739,91
929,28.58,708,737,88
930,28.61,707,732,86
931,28.64,705,732,88
932,28.67,701,735,89
933,28.70,700,739,89
934,28.74,705,739,90
935,28.77,707,737,91
936,28.80,707,733,87
937,28.83,705,733,88
938,28.86,700,738,89
939,28.89,713,739,90
940,28.92,707,738,91
941,28.95,708,734,95
942,28.99,705,731,88
943,29.02,700,738,89
944,29.05,715,739,90
945,29.08,707,738,91
946,29.11,707,733,95
947,29.14,705,738,88
948,29.17,698,739,89
949,29.20,698,739,90
950,29.23,707,737,89
951,29.27,707,731,88
952,29.30,704,735,88
953,29.33,698,739,89
954,29.36,705,739,90
955,29.39,708,737,89
956,29.42,707,732,88
957,29.45,704,743,88
958,29.48,699,739,89
959,29.52,703,740,90
960,29.55,707,738,91
961,29.58,708,735,80
962,29.61,706,730,88
963,29.64,703,735,89
964,29.67,698,739,89
965,29.70,701,739,90
966,29.73,707,737,90
967,29.76,707,732,86
968,29.80,704,747,89
969,29.83,700,739,90
970,29.86,706,739,91
971,29.89,708,736,82
972,29.92,706,730,88
973,29.95,702,732,89
974,29.98,705,739,90
975,30.01,707,739,91
976,30.05,708,736,80
977,30.08,706,729,88
978,30.11,702,730,89
979,30.14,699,739,90
980,30.17,705,739,90
981,30.20,707,738,91
982,30.23,707,734,95
983,30.26,705,730,88
984,30.30,702,728,89
985,30.33,699,739,89
986,30.36,699,739,90
987,30.39,707,739,91
988,30.42,708,737,90
989,30.45,707,733,95
990,30.48,706,729,88
991,30.51,703,729,89
992,30.54,698,739,89
993,30.58,715,739,90
994,30.61,706,739,90
995,30.64,708,737,91
996,30.67,708,734,98
997,30.70,706,729,88
998,30.73,704,741,89
999,30.76,698,739,90
1000,30.79,703,739,90
1001,30.83,707,738,91
1002,30.86,708,735,100
