,time_A,A0,A1,A2,time_B,B0,B1,B2,time_C,C0,C1,C2,time_D,D0,D1,D2
4253,133.36,48,369,103,137.91,143,285,106,133.36,51,134,361,133.36,33,255,107
4254,133.40,48,369,103,137.94,143,284,106,133.40,52,134,361,133.40,33,255,107
4255,133.43,48,369,103,137.97,143,284,106,133.43,52,134,361,133.43,33,255,107
4256,133.46,48,368,103,138.01,143,284,107,133.46,52,134,361,133.46,34,255,107
4257,133.49,48,368,103,138.04,143,285,106,133.49,51,134,361,133.49,34,255,107
4258,133.52,48,369,103,138.07,143,284,106,133.52,52,134,361,133.52,33,255,107
4259,133.56,48,369,103,138.11,143,284,106,133.56,52,134,361,133.56,33,255,107
4260,133.59,48,369,103,138.14,143,284,106,133.59,52,134,361,133.59,33,255,107
4261,133.62,48,369,103,138.17,143,285,106,133.62,52,134,361,133.62,33,255,107
4262,133.65,48,369,103,138.21,143,284,106,133.65,52,134,361,133.65,33,255,107
4263,133.69,48,368,103,138.24,143,284,107,133.69,52,134,361,133.69,33,255,107
4264,133.72,48,369,103,138.27,143,284,106,133.72,52,134,361,133.72,33,255,107
4265,133.75,48,369,103,138.31,143,285,107,133.75,51,134,361,133.75,33,255,107
4266,133.78,48,368,103,138.34,143,285,106,133.78,52,134,361,133.78,33,255,107
4267,133.82,48,369,103,138.37,143,284,107,133.82,51,134,361,133.82,33,255,107
4268,133.85,48,369,103,138.41,143,284,106,133.85,52,134,361,133.85,33,255,107
4269,133.88,48,369,103,138.44,143,284,107,133.88,52,134,361,133.88,34,255,107
4270,133.91,48,368,103,138.47,143,285,106,133.91,52,134,361,133.91,33,255,107
4271,133.95,48,369,103,138.51,143,284,106,133.95,52,134,361,133.95,33,255,107
4272,133.98,48,368,103,138.54,143,284,107,133.98,52,134,361,133.98,33,255,107
4273,134.01,48,368,103,138.57,143,284,106,134.01,52,134,361,134.01,34,255,107
4274,134.04,48,368,103,138.61,143,284,107,134.04,51,134,361,134.04,33,255,107
4275,134.07,48,368,103,138.64,143,284,106,134.07,51,134,361,134.07,33,255,107
4276,134.11,48,369,103,138.67,143,284,106,134.11,52,134,361,134.11,33,255,107
4277,134.14,48,368,103,138.71,143,284,106,134.14,51,134,361,134.14,34,255,107
4278,134.17,48,368,103,138.74,143,284,106,134.17,51,134,361,134.17,33,255,107
4279,134.20,48,369,103,138.77,143,285,106,134.20,51,134,361,134.20,33,255,107
4280,134.24,48,368,103,138.81,143,284,106,134.24,51,134,361,134.24,33,255,107
4281,134.27,48,369,103,138.84,143,284,106,134.27,52,134,361,134.27,33,255,107
4282,134.30,48,368,103,138.87,143,285,107,134.30,52,134,361,134.30,34,255,107
4283,134.33,48,368,103,138.91,143,285,107,134.33,52,134,361,134.33,33,255,107
4284,134.36,48,368,103,138.94,143,284,106,134.36,52,134,361,134.36,33,255,107
4285,134.40,48,368,103,138.97,143,284,106,134.40,52,134,361,134.40,33,255,107
4286,134.43,48,368,103,139.01,143,284,107,134.43,52,134,361,134.43,34,255,107
4287,134.46,48,368,103,139.04,143,284,106,134.46,52,134,361,134.46,33,255,107
4288,134.49,48,368,103,139.07,143,284,106,134.49,52,134,361,134.49,33,255,107
4289,134.52,48,368,103,139.11,143,284,107,134.52,52,134,361,134.52,33,255,107
4290,134.56,48,368,103,139.14,143,284,106,134.56,52,134,361,134.56,33,255,107
4291,134.59,48,368,103,139.17,144,284,107,134.59,52,134,361,134.59,33,255,107
4292,134.62,48,369,103,139.21,143,285,107,134.62,52,134,361,134.62,33,255,107
4293,134.65,48,368,103,139.24,143,285,106,134.65,52,134,361,134.65,33,255,107
4294,134.69,48,368,103,139.27,143,284,107,134.69,52,134,361,134.69,33,255,107
4295,134.72,48,368,103,139.30,143,284,106,134.72,52,134,361,134.72,33,255,107
4296,134.75,48,368,103,139.34,143,284,106,134.75,52,134,361,134.75,33,255,107
4297,134.78,48,369,103,139.37,143,284,106,134.78,51,134,361,134.78,33,255,107
4298,134.82,48,368,103,139.41,144,284,106,134.82,52,134,361,134.82,33,255,107
4299,134.85,48,368,103,139.44,143,284,107,134.85,52,134,361,134.85,33,255,107
4300,134.88,48,369,103,139.47,143,284,106,134.88,52,134,361,134.88,33,255,107
4301,134.91,48,368,103,139.50,143,284,106,134.91,52,134,361,134.91,33,255,107
4302,134.94,48,368,103,139.54,144,284,106,134.94,51,134,361,134.94,33,255,107
4303,134.98,48,368,103,139.57,143,285,107,134.98,52,134,361,134.98,33,255,107
4304,135.01,48,368,103,139.60,143,284,106,135.01,52,134,361,135.01,33,255,107
4305,135.04,48,368,103,139.64,143,285,106,135.04,52,134,361,135.04,33,255,107
4306,135.07,48,368,103,139.67,143,284,107,135.07,52,134,361,135.07,33,255,107
4307,135.11,48,368,103,139.70,143,285,106,135.11,52,134,361,135.11,34,255,107
4308,135.14,48,368,103,139.74,143,284,107,135.14,52,134,361,135.14,33,255,107
4309,135.17,48,368,103,139.77,143,284,106,135.17,52,134,361,135.17,33,255,107
4310,135.20,48,368,103,139.80,143,284,107,135.20,52,134,361,135.20,34,255,107
4311,135.23,48,369,103,139.84,143,284,107,135.23,52,134,361,135.23,33,255,107
4312,135.27,48,368,103,139.87,143,284,106,135.27,52,134,361,135.27,34,255,107
4313,135.30,48,368,103,139.90,143,284,106,135.30,52,134,361,135.30,33,255,107
4314,135.33,48,368,103,139.94,143,284,107,135.33,52,134,361,135.33,33,255,107
4315,135.36,48,368,103,139.97,143,284,107,135.36,52,134,361,135.36,33,255,107
4316,135.40,48,368,103,140.00,143,284,106,135.40,52,134,361,135.40,33,255,107
4317,135.43,48,368,103,140.04,143,284,106,135.43,51,134,361,135.43,33,255,107
4318,135.46,48,368,103,140.07,143,284,106,135.46,52,134,361,135.46,33,255,107
4319,135.49,48,368,103,140.10,143,284,106,135.49,52,134,361,135.49,33,255,107
4320,135.52,48,368,103,140.14,144,284,107,135.52,52,134,361,135.52,34,255,107
4321,135.56,48,368,103,140.17,143,284,107,135.56,52,134,361,135.56,33,255,107
4322,135.59,48,368,103,140.20,143,284,107,135.59,52,134,361,135.59,33,255,107
4323,135.62,48,368,103,140.24,143,284,106,135.62,52,134,361,135.62,33,255,107
4324,135.65,48,368,103,140.27,143,284,106,135.65,52,134,361,135.65,33,255,107
4325,135.69,48,368,103,140.30,143,284,107,135.69,51,134,361,135.69,33,255,107
4326,135.72,48,368,103,140.34,143,284,106,135.72,51,134,361,135.72,33,255,107
4327,135.75,48,369,103,140.37,143,284,106,135.75,52,134,361,135.75,33,255,107
4328,135.78,48,368,103,140.40,144,285,106,135.78,52,134,361,135.78,33,255,107
4329,135.82,48,369,103,140.44,143,285,106,135.82,51,134,361,135.82,33,255,107
4330,135.85,48,368,103,140.47,143,284,106,135.85,51,134,361,135.85,33,255,107
4331,135.88,48,368,103,140.50,143,284,107,135.88,51,134,361,135.88,33,255,107
4332,135.91,48,369,103,140.54,143,284,107,135.91,52,134,361,135.91,33,255,107
4333,135.94,48,368,103,140.57,143,284,106,135.94,51,134,361,135.94,33,255,107
4334,135.98,48,368,103,140.60,143,285,106,135.98,52,134,361,135.98,33,255,107
4335,136.01,48,368,103,140.64,143,284,106,136.01,52,134,361,136.01,33,255,107
4336,136.04,48,368,103,140.67,143,284,107,136.04,52,134,361,136.04,33,255,107
4337,136.07,48,368,103,140.70,144,284,107,136.07,52,134,361,136.07,34,255,107
4338,136.10,48,368,103,140.74,143,284,106,136.10,51,134,361,136.10,33,255,107
4339,136.14,48,368,103,140.77,143,284,107,136.14,51,134,361,136.14,33,255,107
4340,136.17,48,368,103,140.80,143,284,107,136.17,52,134,361,136.17,33,255,107
4341,136.20,48,368,103,140.84,143,284,106,136.20,52,134,361,136.20,34,255,107
4342,136.23,48,368,103,140.87,143,284,107,136.23,51,134,361,136.23,33,255,107
4343,136.27,48,369,103,140.90,143,284,106,136.27,52,134,361,136.27,34,255,107
4344,136.30,48,368,103,140.94,143,284,107,136.30,52,134,361,136.30,34,255,107
4345,136.33,48,368,103,140.97,143,284,107,136.33,52,134,361,136.33,33,255,107
4346,136.36,48,368,103,141.00,143,284,106,136.36,52,134,361,136.36,34,255,107
4347,136.39,48,368,103,141.04,143,284,106,136.39,52,134,361,136.39,34,255,107
4348,136.43,48,368,103,141.07,143,284,106,136.43,51,134,361,136.43,33,255,107
4349,136.46,48,368,103,141.10,143,284,106,136.46,52,134,361,136.46,33,255,107
4350,136.49,48,368,103,141.13,143,285,106,136.49,52,134,361,136.49,33,255,107
4351,136.52,48,368,103,141.17,143,284,106,136.52,52,134,361,136.52,33,255,107
4352,136.56,48,368,103,141.20,143,285,106,136.56,52,134,361,136.56,33,255,107
4353,136.59,48,368,103,141.24,143,285,107,136.59,52,134,361,136.59,34,255,107
4354,136.62,48,368,103,141.27,143,284,107,136.62,52,134,361,136.62,33,255,107
4355,136.65,48,368,103,141.30,143,284,107,136.65,52,134,361,136.65,33,255,107
4356,136.69,48,368,103,141.34,143,284,106,136.69,52,134,361,136.69,33,255,107
4357,136.72,48,368,103,141.37,143,284,107,136.72,52,134,361,136.72,33,255,107
4358,136.75,48,368,103,141.40,143,284,106,136.75,52,134,361,136.75,33,255,107
4359,136.78,48,368,103,141.43,143,284,107,136.78,52,135,361,136.78,33,255,107
4360,136.81,48,368,103,141.47,143,284,106,136.81,51,134,361,136.81,33,255,107
4361,136.85,48,368,103,141.50,143,285,106,136.85,52,134,361,136.85,33,255,107
4362,136.88,48,368,103,141.54,143,284,106,136.88,52,134,361,136.88,33,255,107
4363,136.91,48,368,103,141.57,143,284,107,136.91,52,134,361,136.91,33,255,107
4364,136.94,48,368,103,141.60,143,285,106,136.94,52,134,361,136.94,33,255,107
4365,136.98,48,368,103,141.63,143,284,106,136.98,52,134,361,136.98,33,255,107
4366,137.01,48,368,103,141.67,143,284,107,137.01,52,134,361,137.01,33,255,107
4367,137.04,48,368,103,141.70,143,284,106,137.04,52,134,361,137.04,34,255,107
4368,137.07,48,368,103,141.73,143,284,106,137.07,51,134,361,137.07,33,255,107
4369,137.10,48,368,103,141.77,143,284,107,137.10,52,134,361,137.10,33,255,107
4370,137.14,48,368,103,141.80,143,284,106,137.14,52,134,361,137.14,33,255,107
4371,137.17,48,368,103,141.83,143,284,106,137.17,52,134,361,137.17,33,255,107
4372,137.20,48,368,103,141.87,143,284,106,137.20,52,134,361,137.20,33,255,107
4373,137.23,48,368,103,141.90,143,284,106,137.23,52,134,361,137.23,33,255,107
4374,137.27,48,368,103,141.93,143,284,106,137.27,52,134,361,137.27,33,255,107
4375,137.30,48,368,103,141.97,143,284,106,137.30,52,134,361,137.30,33,255,107
4376,137.33,48,368,103,142.00,143,284,106,137.33,51,134,361,137.33,33,255,107
4377,137.36,48,368,103,142.03,143,284,106,137.36,52,134,361,137.36,33,255,107
4378,137.39,48,368,103,142.07,143,284,106,137.39,52,134,361,137.39,34,255,107
4379,137.43,48,368,103,142.10,143,284,106,137.43,52,134,361,137.43,33,255,107
4380,137.46,48,368,103,142.13,143,284,107,137.46,52,134,361,137.46,33,255,107
4381,137.49,48,368,103,142.17,143,284,107,137.49,52,134,361,137.49,33,255,107
4382,137.52,48,368,103,142.20,143,284,106,137.52,52,134,361,137.52,33,255,107
4383,137.55,48,368,103,142.23,143,284,106,137.55,52,134,361,137.55,33,255,107
4384,137.59,48,368,103,142.27,143,284,106,137.59,51,134,361,137.59,33,255,107
4385,137.62,48,368,103,142.30,143,284,107,137.62,52,134,361,137.62,33,255,107
4386,137.65,48,368,103,142.33,143,284,106,137.65,52,134,361,137.65,33,255,107
4387,137.68,48,368,103,142.37,143,284,106,137.68,52,134,361,137.68,33,255,107
4388,137.72,48,368,103,142.40,143,284,106,137.72,52,134,361,137.72,33,255,107
4389,137.75,48,368,103,142.43,143,284,106,137.75,52,134,361,137.75,33,255,107
4390,137.78,48,368,103,142.47,143,284,106,137.78,52,134,361,137.78,33,255,107
4391,137.81,48,368,103,142.50,143,284,106,137.81,52,134,361,137.81,33,255,107
4392,137.85,48,368,103,142.53,143,284,107,137.85,51,134,361,137.85,33,255,107
4393,137.88,48,368,103,142.57,143,284,107,137.88,51,134,361,137.88,33,255,107
4394,137.91,48,368,103,142.60,143,284,107,137.91,51,134,361,137.91,33,255,107
4395,137.94,48,368,103,142.63,143,284,106,137.94,52,134,361,137.94,33,255,107
4396,137.97,48,368,103,142.67,143,284,107,137.97,52,134,361,137.97,33,255,107
4397,138.01,48,368,103,142.70,143,284,106,138.01,52,134,361,138.01,33,255,107
4398,138.04,48,368,103,142.73,143,284,106,138.04,52,134,362,138.04,33,255,107
4399,138.07,48,368,103,142.77,143,284,107,138.07,52,134,361,138.07,33,255,107
4400,138.10,48,368,103,142.80,143,284,106,138.10,52,134,361,138.10,33,255,107
4401,138.14,48,368,103,142.83,143,284,106,138.14,51,134,361,138.14,33,255,107
4402,138.17,48,368,103,142.87,143,284,107,138.17,52,134,361,138.17,33,255,107
4403,138.20,48,368,103,142.90,143,284,106,138.20,51,134,361,138.20,33,255,107
4404,138.23,48,368,103,142.93,143,284,106,138.23,52,134,361,138.23,33,255,107
4405,138.27,48,368,103,142.97,143,284,107,138.27,52,134,361,138.27,33,255,107
4406,138.30,48,368,103,143.00,143,284,106,138.30,52,134,361,138.30,33,255,107
4407,138.33,48,368,103,143.03,143,285,106,138.33,52,134,361,138.33,34,255,107
4408,138.36,48,368,103,143.07,143,284,106,138.36,51,134,361,138.36,33,255,107
4409,138.39,48,368,103,143.10,143,284,106,138.39,52,134,361,138.39,33,255,107
4410,138.43,48,368,103,143.13,143,284,106,138.43,52,134,361,138.43,34,255,107
4411,138.46,48,368,103,143.16,143,284,106,138.46,52,134,361,138.46,33,255,107
4412,138.49,48,368,103,143.20,143,284,106,138.49,52,134,361,138.49,33,255,107
4413,138.52,48,368,103,143.23,143,284,106,138.52,52,134,361,138.52,34,255,107
4414,138.55,48,368,103,143.27,143,284,107,138.55,52,134,361,138.55,33,255,107
4415,138.59,48,368,103,143.30,143,284,106,138.59,52,134,361,138.59,33,255,107
4416,138.62,48,368,103,143.33,143,284,106,138.62,52,134,361,138.62,33,255,107
4417,138.65,48,368,103,143.37,143,284,106,138.65,52,134,361,138.65,33,255,107
4418,138.68,48,368,103,143.40,143,284,106,138.68,52,134,361,138.68,33,255,107
4419,138.72,48,368,103,143.43,143,284,106,138.72,51,134,361,138.72,33,255,107
4420,138.75,48,368,103,143.47,143,284,107,138.75,52,134,361,138.75,33,255,107
4421,138.78,48,368,103,143.50,143,284,106,138.78,52,134,361,138.78,33,255,107
4422,138.81,48,368,103,143.53,143,284,106,138.81,51,134,361,138.81,33,255,107
4423,138.85,48,368,103,143.56,143,284,106,138.85,52,134,361,138.85,33,255,107
4424,138.88,48,368,103,143.60,143,284,106,138.88,52,134,361,138.88,34,255,107
4425,138.91,48,368,103,143.63,143,284,106,138.91,52,134,361,138.91,33,255,107
4426,138.94,48,368,103,143.66,143,284,106,138.94,52,134,361,138.94,33,255,107
4427,138.97,48,368,103,143.70,143,284,106,138.97,52,134,361,138.97,33,255,107
4428,139.01,48,368,103,143.73,143,284,106,139.01,52,134,361,139.01,33,255,107
4429,139.04,48,368,103,143.76,143,284,107,139.04,52,134,361,139.04,33,255,107
4430,139.07,48,368,103,143.80,143,284,106,139.07,52,134,361,139.07,33,255,107
4431,139.10,48,368,103,143.83,143,284,107,139.10,52,134,361,139.10,33,255,107
4432,139.14,48,368,103,143.86,143,284,106,139.14,52,134,361,139.14,33,254,107
4433,139.17,48,368,103,143.90,143,284,107,139.17,51,134,361,139.17,33,255,107
4434,139.20,48,368,103,143.93,143,284,106,139.20,52,134,361,139.20,33,255,107
4435,139.23,48,368,103,143.96,143,284,106,139.23,52,134,361,139.23,34,255,107
4436,139.27,48,368,103,144.00,143,284,106,139.27,51,134,361,139.27,34,255,107
4437,139.30,48,368,103,144.03,143,284,106,139.30,51,134,361,139.30,33,255,107
4438,139.33,48,368,103,144.06,143,284,106,139.33,52,134,361,139.33,33,255,107
4439,139.36,48,368,103,144.10,143,284,106,139.36,52,134,361,139.36,33,255,107
4440,139.39,48,368,103,144.13,143,284,107,139.39,52,134,361,139.39,33,255,107
4441,139.43,48,368,103,144.16,143,284,106,139.43,52,134,361,139.43,33,255,107
4442,139.46,48,368,103,144.20,143,284,106,139.46,51,134,361,139.46,33,255,107
4443,139.49,48,368,103,144.23,143,284,106,139.49,52,134,361,139.49,34,255,107
4444,139.52,48,368,103,144.26,143,284,106,139.52,52,134,361,139.52,33,255,107
4445,139.55,48,368,103,144.30,143,284,106,139.55,51,134,361,139.55,33,255,107
4446,139.59,48,368,103,144.33,143,284,106,139.59,52,134,361,139.59,33,255,107
4447,139.62,48,368,103,144.36,143,284,106,139.62,51,134,361,139.62,33,255,107
4448,139.65,48,368,103,144.40,143,284,106,139.65,51,134,361,139.65,33,255,107
4449,139.68,48,368,103,144.43,143,284,107,139.68,52,134,361,139.68,33,255,107
4450,139.72,48,368,103,144.46,143,284,107,139.72,52,134,361,139.72,33,255,107
4451,139.75,48,368,103,144.50,143,284,106,139.75,51,134,361,139.75,33,255,107
4452,139.78,48,368,103,144.53,143,284,106,139.78,51,134,361,139.78,33,255,107
4453,139.81,48,368,103,144.56,143,284,106,139.81,51,134,361,139.81,33,255,107
4454,139.84,48,368,103,144.60,143,284,106,139.84,51,134,361,139.84,33,255,107
4455,139.88,48,368,103,144.63,143,284,106,139.88,52,134,361,139.88,33,255,107
4456,139.91,48,368,103,144.66,143,284,106,139.91,51,134,361,139.91,33,255,107
4457,139.94,48,368,103,144.70,143,284,106,139.94,51,134,361,139.94,33,255,107
4458,139.97,48,368,103,144.73,143,284,107,139.97,51,134,361,139.97,33,255,107
4459,140.01,48,368,103,144.76,143,284,107,140.01,52,134,361,140.01,33,255,107
4460,140.04,48,368,103,144.80,143,284,106,140.04,52,134,361,140.04,33,255,107
4461,140.07,48,368,103,144.83,143,284,106,140.07,51,134,361,140.07,33,255,107
4462,140.10,48,368,103,144.86,143,284,107,140.10,52,134,361,140.10,33,255,107
4463,140.13,48,368,103,144.90,143,284,106,140.13,51,134,361,140.13,33,255,107
4464,140.17,48,368,103,144.93,143,284,107,140.17,51,134,361,140.17,33,255,107
4465,140.20,48,368,103,144.96,143,284,106,140.20,51,134,361,140.20,33,255,107
4466,140.23,48,368,103,145.00,143,284,106,140.23,52,134,361,140.23,33,255,107
4467,140.26,48,368,103,145.03,143,284,106,140.26,51,134,361,140.26,33,255,107
4468,140.30,48,368,103,145.06,143,284,107,140.30,52,134,361,140.30,33,255,107
4469,140.33,48,368,103,145.10,143,284,106,140.33,51,134,361,140.33,33,255,107
4470,140.36,48,368,103,145.13,143,284,107,140.36,52,134,361,140.36,34,255,107
4471,140.39,48,368,103,145.16,143,284,106,140.39,51,134,361,140.39,33,255,107
4472,140.43,48,368,103,145.20,143,284,106,140.43,52,134,361,140.43,33,255,107
4473,140.46,48,368,103,145.23,143,284,106,140.46,52,134,361,140.46,33,255,107
4474,140.49,48,368,103,145.26,143,284,106,140.49,52,134,361,140.49,34,255,107
4475,140.52,48,368,103,145.30,143,284,106,140.52,51,134,361,140.52,33,255,107
4476,140.55,48,368,103,145.33,143,284,106,140.55,51,134,361,140.55,34,255,107
4477,140.59,48,368,103,145.36,143,284,106,140.59,51,134,361,140.59,33,255,107
4478,140.62,48,368,103,145.40,143,284,106,140.62,52,134,361,140.62,33,255,107
4479,140.65,48,368,103,145.43,143,284,107,140.65,51,134,361,140.65,33,255,107
4480,140.68,48,368,103,145.46,143,284,107,140.68,52,134,361,140.68,33,255,107
4481,140.72,48,368,103,145.50,143,284,106,140.72,52,134,361,140.72,34,255,107
4482,140.75,48,368,103,145.53,143,285,106,140.75,52,134,361,140.75,33,255,107
4483,140.78,48,368,103,145.56,143,284,106,140.78,51,134,361,140.78,33,255,107
4484,140.81,48,368,103,145.60,143,284,106,140.81,51,134,361,140.81,33,255,107
4485,140.84,48,368,103,145.63,143,284,106,140.84,51,134,361,140.84,33,255,107
4486,140.88,48,368,103,145.66,143,284,106,140.88,51,134,361,140.88,33,255,107
4487,140.91,48,368,103,145.69,143,284,106,140.91,51,134,361,140.91,34,255,107
4488,140.94,48,368,103,145.73,143,284,106,140.94,51,134,361,140.94,33,255,107
4489,140.97,48,368,103,145.76,143,284,107,140.97,51,134,361,140.97,33,255,107
4490,141.01,48,368,103,145.80,143,284,106,141.01,51,134,361,141.01,33,255,107
4491,141.04,48,368,103,145.83,143,284,106,141.04,51,134,361,141.04,34,255,107
4492,141.07,48,368,103,145.86,143,284,106,141.07,51,134,361,141.07,33,255,107
4493,141.10,48,368,103,145.89,143,284,106,141.10,51,134,361,141.10,33,255,107
4494,141.13,48,368,103,145.93,143,284,106,141.13,52,134,361,141.13,33,255,107
4495,141.17,48,368,103,145.96,143,284,106,141.17,51,134,361,141.17,33,255,107
4496,141.20,48,368,103,145.99,143,284,106,141.20,52,134,361,141.20,33,255,107
4497,141.23,48,368,103,146.03,143,284,107,141.23,51,134,361,141.23,33,255,107
4498,141.26,48,368,103,146.06,143,284,106,141.26,51,134,361,141.26,33,255,107
4499,141.30,48,368,103,146.09,143,284,106,141.30,52,134,361,141.30,33,255,107
4500,141.33,48,368,103,146.13,143,284,106,141.33,52,134,361,141.33,34,255,107
4501,141.36,48,368,103,146.16,143,284,107,141.36,52,134,361,141.36,33,255,107
4502,141.39,48,368,103,146.19,143,284,106,141.39,51,134,361,141.39,33,255,107
4503,141.42,48,368,103,146.23,143,284,106,141.42,51,134,361,141.42,33,255,107
4504,141.46,48,368,103,146.26,143,284,106,141.46,51,134,361,141.46,33,255,107
4505,141.49,48,368,103,146.29,143,284,106,141.49,51,134,361,141.49,33,255,107
4506,141.52,48,368,103,146.33,143,284,106,141.52,51,134,361,141.52,33,255,107
4507,141.55,48,368,103,146.36,143,284,106,141.55,51,134,361,141.55,33,255,107
4508,141.59,48,368,103,146.39,143,284,107,141.59,51,134,361,141.59,33,255,107
4509,141.62,48,368,103,146.43,143,284,106,141.62,51,134,361,141.62,33,255,107
4510,141.65,48,368,103,146.46,143,284,106,141.65,52,134,361,141.65,33,255,107
4511,141.68,48,368,103,146.49,143,284,106,141.68,52,134,361,141.68,34,255,107
4512,141.71,48,368,103,146.53,143,284,106,141.71,51,134,361,141.71,33,255,107
4513,141.75,48,368,103,146.56,143,284,106,141.75,52,134,361,141.75,33,255,107
4514,141.78,48,368,103,146.59,143,284,107,141.78,52,134,361,141.78,33,255,107
4515,141.81,48,368,103,146.63,143,284,106,141.81,52,134,361,141.81,33,255,107
4516,141.84,48,368,103,146.66,143,284,106,141.84,52,134,361,141.84,34,255,107
4517,141.88,48,368,103,146.69,143,284,106,141.88,52,134,361,141.88,33,255,107
4518,141.91,48,368,103,146.73,143,284,106,141.91,52,134,361,141.91,34,255,107
4519,141.94,48,368,103,146.76,143,284,106,141.94,51,134,361,141.94,33,255,107
4520,141.97,48,368,103,146.79,143,284,106,141.97,52,134,361,141.97,34,255,107
4521,142.01,48,368,103,146.83,143,284,106,142.01,52,134,361,142.01,33,255,107
4522,142.04,48,368,103,146.86,143,284,106,142.04,51,134,361,142.04,33,255,107
4523,142.07,48,368,103,146.89,143,284,106,142.07,51,134,361,142.07,33,255,107
4524,142.10,48,368,103,146.93,143,284,107,142.10,51,134,361,142.10,33,255,107
4525,142.13,48,368,103,146.96,143,284,106,142.13,51,134,361,142.13,33,255,107
4526,142.17,48,368,103,146.99,143,284,106,142.17,52,134,361,142.17,33,255,107
4527,142.20,48,368,103,147.02,143,284,106,142.20,51,134,361,142.20,34,255,107
4528,142.23,48,368,103,147.06,143,284,106,142.23,51,134,361,142.23,33,255,107
4529,142.26,48,368,103,147.09,143,284,106,142.26,51,134,361,142.26,34,255,107
4530,142.30,48,368,103,147.13,143,284,106,142.30,51,134,361,142.30,33,255,107
4531,142.33,48,368,103,147.16,143,284,106,142.33,51,134,361,142.33,33,255,107
4532,142.36,48,368,103,147.19,143,284,106,142.36,52,134,360,142.36,33,255,107
4533,142.39,48,368,103,147.23,143,284,106,142.39,51,134,361,142.39,33,255,107
4534,142.42,48,368,103,147.26,143,284,106,142.42,51,134,361,142.42,33,255,107
4535,142.46,48,368,103,147.29,143,284,106,142.46,52,134,361,142.46,33,255,107
4536,142.49,48,368,103,147.33,143,284,106,142.49,52,134,361,142.49,34,255,107
4537,142.52,48,368,103,147.36,143,284,106,142.52,51,134,361,142.52,33,255,107
4538,142.55,48,368,103,147.39,143,284,106,142.55,51,134,361,142.55,33,254,107
4539,142.58,48,367,103,147.43,143,284,106,142.58,51,134,361,142.58,33,255,107
4540,142.62,48,368,103,147.46,143,284,106,142.62,51,134,361,142.62,33,255,107
4541,142.65,48,368,103,147.49,143,284,106,142.65,51,134,361,142.65,33,255,107
4542,142.68,48,368,103,147.52,143,284,106,142.68,51,134,361,142.68,33,255,107
4543,142.71,48,368,103,147.56,143,284,106,142.71,52,134,360,142.71,33,255,107
4544,142.75,48,368,103,147.59,143,284,106,142.75,52,134,361,142.75,33,255,107
4545,142.78,48,368,103,147.62,143,284,106,142.78,51,134,361,142.78,33,255,107
4546,142.81,48,368,103,147.66,143,284,106,142.81,52,134,361,142.81,33,255,107
4547,142.84,48,368,103,147.69,143,284,106,142.84,51,134,360,142.84,33,255,107
4548,142.88,48,368,103,147.73,143,284,107,142.88,51,134,361,142.88,33,255,107
4549,142.91,48,368,103,147.76,143,284,106,142.91,51,134,361,142.91,33,255,107
4550,142.94,48,368,103,147.79,143,284,106,142.94,52,134,361,142.94,33,255,107
4551,142.97,48,368,103,147.82,143,284,106,142.97,52,134,361,142.97,34,255,107
4552,143.00,48,368,103,147.86,143,284,106,143.00,51,134,361,143.00,33,255,107
4553,143.04,48,368,103,147.89,143,284,106,143.04,51,134,360,143.04,33,255,107
4554,143.07,48,368,103,147.92,143,284,106,143.07,51,134,361,143.07,33,255,107
4555,143.10,48,367,103,147.96,143,284,106,143.10,51,134,360,143.10,33,255,107
4556,143.13,48,368,103,147.99,143,284,106,143.13,52,134,361,143.13,33,255,107
4557,143.16,48,368,103,148.02,143,284,106,143.16,51,134,361,143.16,33,255,107
4558,143.20,48,368,103,148.06,143,284,106,143.20,51,134,361,143.20,33,255,107
4559,143.23,48,367,102,148.09,143,284,106,143.23,51,134,360,143.23,33,255,107
4560,143.26,48,368,103,148.12,143,284,106,143.26,51,134,361,143.26,33,255,107
4561,143.29,48,367,103,148.16,143,284,106,143.29,52,134,360,143.29,33,255,107
4562,143.33,48,368,103,148.19,143,284,106,143.33,52,134,360,143.33,33,255,107
4563,143.36,48,368,103,148.22,143,284,106,143.36,51,134,360,143.36,33,255,107
4564,143.39,48,367,103,148.26,143,284,106,143.39,51,134,360,143.39,33,255,107
4565,143.42,48,368,103,148.29,143,284,106,143.42,51,134,360,143.42,33,255,107
4566,143.46,48,368,103,148.32,143,284,106,143.46,52,134,361,143.46,33,254,107
4567,143.49,48,368,103,148.36,143,284,106,143.49,52,134,361,143.49,33,255,107
4568,143.52,48,367,103,148.39,143,284,106,143.52,51,134,360,143.52,34,255,107
4569,143.55,48,367,103,148.42,143,284,106,143.55,51,134,361,143.55,33,255,107
4570,143.58,48,368,103,148.46,143,284,106,143.58,51,134,361,143.58,33,255,107
4571,143.62,48,367,103,148.49,143,284,106,143.62,51,134,360,143.62,33,255,107
4572,143.65,48,368,103,148.52,143,284,106,143.65,52,134,361,143.65,33,255,107
4573,143.68,48,367,103,148.56,143,284,106,143.68,51,134,361,143.68,33,255,107
4574,143.71,48,367,103,148.59,143,284,106,143.71,52,134,360,143.71,33,255,107
4575,143.75,48,367,103,148.62,143,284,106,143.75,52,134,361,143.75,33,255,107
4576,143.78,48,367,103,148.66,143,284,106,143.78,51,134,361,143.78,34,255,107
